term,estimate,std.error,statistic,df,p.value,2.5 %,97.5 %,conf.low,conf.high,diabetes_group,OR,OR_lower,OR_upper
milnepan,-0.28794170005915837,0.05129044518341248,-5.613944254714323,6721.407353227084,2.0565978574321865e-8,-0.38848723115946243,-0.1873961689588543,-0.38848723115946243,-0.1873961689588543,No Diabetes,0.749805304569715,0.6780929048555512,0.8291017215121071
milnepan,1.5014151129232078,0.18477153607776675,8.125792233990474,843.8110961508423,1.5754078765701827e-15,1.1387493611318842,1.8640808647145315,1.1387493611318842,1.8640808647145315,Diabetes,4.488035655967861,3.1244644803353157,6.446693241677432
